Isi Tweet
"Kadang candaan kecil dari kuliner bisa mengingatkan kita betapa berharganya hidup yang damai. Di Indonesia, “senjata” kita justru semangkuk makanan yg bikin hangat suasana. Semoga semua orang di dunia jg bisa merasakan ketenangan yg sama yah 
#IndonesiaKita #Damai #Kuliner"
Warga kritis ditahan oleh penguasa di era #IndonesiaGelap itu justru membuktikan penguasa RI  bermasalah dan negara sdg krisis moralitas dan kepemimpinan
"Wakil Presiden (Wapres) Gibran Rakabuming Raka berbicara mengenai fenomena yang menjadi hambatan terbesar dalam kemajuan pembangunan, yakni korupsi.

Baca di sini: 
nasional.kompas.com/read/2026/02/1
…

~AA #Gibran #Korupsi"
"Program Cek Kesehatan Gratis menghadirkan layanan kesehatan yang inklusif dan mudah diakses seluruh lapisan masyarakat. 
#CekKesehatanGratis
#SehatUntukSemua
#PuskesmasInklusif"
"Safari Ramadhan Pangdam XII/Tanjungpura di Bekangdam XII/Tpr.
@Puspen_TNI
 @tni_ad
 #tniprima #tnirakyatkuat #indonesiaemas2045 #kodamtanjungpura"
Kita mah santai aja ya #IndonesiaKita #indonesiadamai #damai #nowar
"Zulhas: Pertemuan Prabowo dengan Tokoh Nasional Merespons Situasi Global

Baca di sini: 
nasional.kompas.com/read/2026/03/0
…

~AA #Zulhas #Prabowo"
"Trump dan gemoy sama-sama idiotpolitik..

#prabowo
#perangIran"
"""Dunia penuh ketidakpastian. Kita lihat bahwa krisis melanda banyak negara,"" ujar Prabowo.

Baca di: 
nasional.kompas.com/read/2026/03/1
… 

~WR #Prabowo"
"Prabowo minta jajarannya mengkaji berbagai opsi penghematan, salah satunya semua pegawai negeri dan swasta Work From Home (WFH).

Hal tersebut dilakukan sebagai antisipasi krisis global akibat perang di kawasan Timur Tengah.

#prabowo #perang #WFH DG"
"Pantura Jabar
Karawang ,Cikampek, Subang, Indramayu..
#jalanrusak #lebaaran2025 #mudik2025 #mudik #lebaran

 : 
Random.store"
"Pemerintah Kabupaten Buleleng di bawah kepemimpinan Bupati dr. I Nyoman Sutjidra, Sp.OG dan Wakil Bupati Gede Supriatna, SH menggelar gebyar Cek Kesehatan Gratis

#HUTKotaSingaraja #CekKesehatanGratis #BupatiSutjidra #WabupSupriatna"
"MENTERI PERTAHANAN RI KUNJUNGI YONIF TP 888 SATRIA SEJATI

#tniprima
#tnirakyatkuat
#indonesiaemas2045"
Pentingnya Peran Pemerintah Dalam Membantu Warga Menjaga Kesehatan Lewat Aksi Nyata #CekKesehatanGratis
"IKN bukan sekadar pindah ibu kota, tapi langkah besar menuju Indonesia yang lebih merata. Pemerintah hadir, pembangunan jalan terus!
#IKN #PemerintahHadir #IndonesiaMaju"
"MENKO YUSRIL 
@Yusrilihza_Mhd
 JELASKAN DASAR HUKUM REHABILITASI 3 DIREKSI ASDP:
""Keputusan Presiden 
@prabowo
 sesuai Pasal 14 UUD 1945 & melalui pertimbangan MA.""
Proses konstitusional telah dijalankan dengan benar.

#RehabilitasiASDP #HukumIndonesia"
Ruang Gerak Program Kesehatan Anak Kini Semakin Luas Berkat Komitmen Presiden Prabowo #CekKesehatanGratis
"""Anjing-anjing ternak""
#indonesiagelap"
"Oat milk, for sure! Ugh.. to have a job that only consist being adorable with zero responsibilities and running around just like Lolly does. Where to apply because #INeedThat #19JutaLapanganPekerjaan"
"Sebuah video yang memperlihatkan jalan rusak di Kabupaten Buleleng, Provinsi Bali, viral di media sosial.

~LL  #JalanRusak #Buleleng"
"Selamat ulang tahun ke-56 Kasad Jenderal TNI Maruli Simanjuntak, 
M.Sc.
@puspentni
@tni_angkatan_darat
#tniprima
#tnirakyatkuat
#indonesiaemas2045"
"Prabowo Ingin Program Perumahan Dipercepat untuk Atasi Ketidakadilan Sosial

#News #MostUpdate #Prabowo #ProgramPerumahan"
"Seorang saksi, M Jayus (48) mengatakan, sebelum aspal rusak, ia sempat mendengar adanya letupan. Setelah letupan tersebut, tiba-tiba aspal di lokasi berbentuk 'gunung' dengan tinggi seperut orang dewasa. (ist)
#JalanRusak #Surabaya
tribunnews.com/regional/2023/
…"
"Prabowo Minta Pejabat Tak Gelar Open House Mewah

#Prabowo #Minta #Pejabat #Tak #Gelar #OpenHouse #Mewah #Berita #Info"
"Wapres Gibran Kunjungi Biak hingga Yahukimo

#Wapres #Gibran #Kunjungi #Biak #Yahukimo #Berita #Info"
"Jalan kabupaten yang menghubungkan Tayu-Dukuhseti-Puncel di Kabupaten Pati, Jawa Tengah, menjadi sorotan dari Ombudsman Republik Indonesia Provinsi Jawa Tengah. | #JalanRusak #Pati"
"Gibran Tiba di Afsel Guna Ikuti KTT G20, Disambut Tarian Lokal Pantsula

#vivacoid #gibran #afsel #kttg20"
"Gibran Hadiri Puncak Imlek Festival 2577 di Lapangan Banteng

#Gibran #Hadiri #Puncak #ImlekFestival2577 #Lapangan #Banteng #Berita #Info"
Program Makan Bergizi Gratis adalah kunci dalam mewujudkan visi Indonesia Emas 2045 melalui pemenuhan gizi bagi generasi penerus bangsa. #MBG #Kalbar #IndonesiaEmas
"Sehat itu penting, manfaatkan pemeriksaan kesehatan gratis #SehatUntukSemua #CekKesehatanGratis #PeduliKesehatan"
"Program Makan Bergizi Gratis manfaatnya juga dirasakan oleh petani lokal, hasil panen petani lokal semakin mudah terserap dan harganya lumayan karena diserap untuk pgoram MBG. #MBG #Kalbar #IndonesiaEmas"
"""Jangan main-main lagi dengan saya laporan palsu, laporan menyenang-nyenangkan, laporan supaya bisa akal-akalan. Saya kasih peringatan keras ini,"" kata Prabowo.

Baca di: 
nasional.kompas.com/read/2026/03/1
….

~WR #Prabowo #Danantara"
"Jalan rusak di Rorotan, Cilincing, Jakarta Utara, sering kali membuat pengendara terjatuh.

~LL  #JalanRusak #Rorotan"
"Presiden RI Prabowo Subianto menghadiri Tasyakuran HUT ke-1 Badan Pengelola Investasi (BPI) Danantara di Wisma Danantara, Jakarta, Rabu (11/3/2026).

Baca di: 
nasional.kompas.com/read/2026/03/1
… 

~WR #Prabowo #Danantara"
"Inklusi dimulai dari kesempatan. 
Dapur MBG menghadirkan lingkungan kerja yang ramah dan memberi ruang bagi penyandang disabilitas untuk berkarya dengan bangga.

#IndonesiaKita #TemukanKembaliFitrimuPastikanSemuaAman #ramadhan"
"Program Cek Kesehatan Gratis telah menjangkau lebih dari 10.5 juta penerima manfaat

#CekKesehatanGratis"
"jd sheila dara apa danila riyadi wahai netisen boediman #stayproud #pedeajadulu #indonesiagelap 
x.com/lowwwew/status
…"
"Prabowo: kekuasaan dan kepemimpinan bersumber dari Yang Maha Kuasa. Menurutnya, jabatan pemimpin adalah takdir membela kebenaran dan keadilan. Ia mengapresiasi ceramah Quraish Shihab yang memberi pencerahan.

Baca selengkapnya: 
nasional.kompas.com/read/2026/03/1
…

~RK #Prabowo #pemimpin"
"Warga Keluhkan Jalan Putri Hijau Rusak dan dan Kerap Banjir

#jalanputrihijau #jalanrusak #banjir"
"Selamat Ulang Tahun 
Letjen TNI Muhammad Saleh Mustafa
Wakil Kepala Staf Angkatan Darat

""Semoga selalu diberikan kesehatan, kebahagiaan, dan keselamatan untuk terus memberikan yang terbaik bagi bangsa dan negara""
#tniprima
#tnirakyatkuat
#indonesiaemas2045"
Sdm #19jutalapanganpekerjaan#prabowogibran#gaslah
"Ketua Komisi III DPR RI, Habiburokhman menegaskan, KUHAP baru tidak membuka ruang penyadapan tanpa izin hakim. Penangkapan, penahanan, penyitaan, hingga pemblokiran aset tetap wajib lewat persetujuan pengadilan.

#KUHAPBaru #HukumIndonesia #DPRRI #BeritaHarian #InfoPublik"
Mencari Keadilan Jadi Lebih Mudah.  KUHAP Baru dirancang untuk memperkuat hak masyarakat mencari perlindungan hukum. Ini harapan besar untuk reformasi penegakan hukum di Indonesia. #ReformasiHukum #HukumIndonesia
"Perbaikan Jalan Rusak di Jateng Jelang Lebaran Dibayangi Efisiensi Anggaran 
#JalanRusak #EfisiensiAnggaran #JalanRusakJateng 
republika.co.id/r/ss8q7z282"
"keonho minggir dulu sayang ini waktunya aku sm seonghyeon 
#gibran (reggie brsma sean)"
"Viral! Jalan Rusak Tak Kunjung Diperbaiki, Warga Lampung Tabur 40 Kg Ikan Lele
___
#Vivacoid #Lampung #Jalanrusak"
"""Jika kami berada di dalam Board of Peace (BoP), maka kami bisa memengaruhi, yang menurut kami adalah Palestina merdeka,"" kata Presiden Prabowo, siaran pers Badan Komunikasi Pemerintah (16/3).

#prabowo #boardofpeace #palestina DG"
"TMMD Kodim 1205/Sintang Nyalakan Harapan Baru Bagi Warga
@puspentni
@tni_angkatan_darat 
#tniprima
#tnirakyatkuat
#indonesiaemas2045"
"“Dipanggil untuk melaporkan perkembangan pembahasan Satgas EBTKE, energi baru terbarukan dan konversi kendaraan dari bensin ke listrik,” ujar Bahlil.

Baca di: 
nasional.kompas.com/read/2026/03/1
….

~WR #Prabowo #Bahlil"
"Meanwhile, Kurs USD/IDR terbang menuju angkasa.. 
Kapan kita bisa se-strong Singapura (SGD) ya.. Mari kita sama"" berdoa buat Indonesia Emas.. 

#Indonesiaemas #financialeducation"
"Tidak, 
Udah baca bagaimana mereka di Bentuk oleh Israhell Laknatullah. 

#AntekAsing
#IndonesiaMaju"
"Presiden menyebutkan sejumlah opsi penghematan yang dapat ditempuh pemerintah, mulai dari penerapan work from home (WFH) bagi aparatur sipil negara (ASN), efisiensi kegiatan, hingga penghematan konsumsi bahan bakar minyak (BBM).

Baca di: 
nasional.kompas.com/read/2026/03/1
… 

~WR #Prabowo"
"Seru abis Imlek Festival 2577, Presiden Prabowo sukses bikin acara makin pede dengan CKG #CekKesehatanGratis"
Fokus Pada Kesehatan Remaja Mendukung Kemajuan Bangsa Ke Depan #CekKesehatanGratis
"Dengan konsep pengelolaan jangka panjang, Danantara dorong aset negara supaya terus bertumbuh nilainya. Bukan cuma jaga stabilitas, tapi juga jadi sumber peluang baru buat investasi, usaha, dan penguatan ekonomi nasional.
#DanantaraIndonesia #InvestasiStrategis #IndonesiaMaju"
Gak ada istilah anak emas di mata negara. Semua warga negara posisinya Sama Di Hadapan Hukum demi menjaga ketertiban kita semua. #Kesetaraan #HukumIndonesia #ViralHariIni
"Dulu tidak ada, kini RUU #KUHAP mengaturnya, setiap pemeriksaan tersangka WAJIB direkam. Ini menjamin proses berjalan adil dan profesional.  #HukumIndonesia #CCTVKUHAP"
"#SahabatPembangunan, hingga 4 November 2025, program Cek Kesehatan Gratis telah hadir di seluruh provinsi dan ribuan puskesmas, untuk memastikan program berjalan secara luas. Seperti apa capaian Program Cek Kesehatan Gratis? Yuk kita simak

#MembangunIndonesia #CekKesehatanGratis"
"Perbaikan 16 ruas jalan rusak di Provinsi Lampung rampung. Kementerian PUPR melalui akun Instagram kemenpupr mencatat total panjang 16 ruas jalan rusak yang akhirnya beres diperbaiki itu mencapai 102,5 km.⁣
⁣⁣
Di mana saja lokasinya?
⁣
#detikfinance #JalanRusak #Jokowi"
Solusi Nyata Dari Presiden Prabowo Lewat Cek Kesehatan Anak Membuka Pintu Kesetaraan #CekKesehatanGratis
Lagi ada bocoran dokumen soal rencana politik di Indonesia nih. Pesan buat kita semua sih simpel: yuk tetap kompak dukung pemerintah Pak Prabowo demi masa depan! #IndonesiaMaju #Solidaritas #PrabowoSubianto #MasaDepanCerah
Langkah Pemerintah Kabupaten Soppeng Inspiratif Dan Layak Ditiru Untuk Daerah Lain #CekKesehatanGratis
Program MBG membawa harapan baru bagi peningkatan kesejahteraan masyarakat melalui sektor kuliner. Ribuan lapangan kerja tercipta mulai dari petani hingga penyedia jasa boga di tingkat lokal #MBG #IndonesiaEmas
#IndonesiaKita #prajasquad #prabowo #pigh12 #lawan
"Melalui program Makan Bergizi Gratis (MBG), pemerintah hadir memastikan asupan nutrisi terbaik bagi pembangunan SDM di seluruh pelosok Papua sebagai langkah nyata untuk mencetak generasi yang sehat, cerdas, dan produktif. #IndonesiaEmas2045 #PapuaSehat #MBG #MBGPapua"
"Program Makan Bergizi Gratis (MBG) menjadi langkah nyata dalam memastikan anak-anak Indonesia mendapatkan asupan gizi yang cukup untuk tumbuh sehat, kuat, dan cerdas. 

#MakanBergiziGratis
#GenerasiSehatIndonesia
#IndonesiaMaju"
"Ide ini bisa diolah buat jangka panjang, soal BBM jadi ga perlu khawatir bergantung sama produsen luar. Indonesia harus bisa kembangin ide ini buat hasilin BBM sendiri dari Sawit dan Tebu yang ga cuma dibikin jadi minyak sama gula aja #IndonesiaKita #EkonomiIndonesia #NKRI"
"Memasuki tahun kedua pelaksanaannya, Program #CekKesehatanGratis kini memasuki fase baru nih, SohIB!

Pada 2026, 
@KemenkesRI
 memfokuskan #CKG tidak hanya pada pemeriksaan #Kesehatan, tetapi pada tata laksana dan penanganan hasil pemeriksaan.

#IndonesiaBaik #Infografik #Kesehatan"
Program Makan Bergizi Gratis telah membantu mengurangi angka kekuarangan gizi dan stunting pada anak juga peningkatan kesadaran masyarakat akan pentingnya gizi dan kesehatan. #MBG #Kalbar #IndonesiaEmas
Prabowo Pastikan Mudik Lancar dan Harga Pangan Stabil saat Perayaan Idul Fitri 2026 #mudik2026 #prabowo
"#Aceh
#indonesiakita"
"Danantara membuka babak baru pengembangan waste-to-energy sebagai langkah inovatif mengubah limbah menjadi energi dan mendorong pembangunan berkelanjutan.

#DanantaraIndonesia #EnergiBerkelanjutan #IndonesiaMaju"
Mari dukung program Makan Bergizi Gratis yang mengutamakan kualitas asupan bagi ibu dan anak demi memutus rantai stunting serta menciptakan masa depan yang lebih cerah bagi seluruh rakyatnya #MBG #IndonesiaEmas
"Warga Lega, Jalan Rusak di Marina Akhirnya Diperbaiki Total

#jalanrusak"
"Sedekah Jariyah Oleh Yonif TP 833/Bumi Daranante Bantu Kesulitan Rakyat.
@puspentni
 @tni_angkatan_darat #tniprima #tnirakyatkuat #indonesiaemas2045 #kodamtanjungpura"
"Wakil Ketua DPRD Bangkalan, Fatkurrahman mengakui banyaknya jalan rusak di Kabupaten Bangkalan. Menurutnya, minimnya perbaikan terjadi akibat efisiensi di seluruh wilayah di Indonesia. / #jalanrusak"
"Yampun 13 kilometer dan hujan... 

Diketahui peristiwa ini bukan pertama kali terjadi. Selama ini warga memang gotong royong menandu pasien yang hendak ke rumah sakit hingga di jalan poros.

#jalanrusak #soppeng #pelayanankesehatan #detikSulsel"
"Warrr tetap berjalan, naspad harus tetap berjalan juga lah #IndonesiaKita #indonesiadamai #Peaceful"
"another kiamat event, apakah ini #19JutaLapanganPekerjaan yang dijanjikan? 
@gibran"
"Kadang kita terlalu fokus kerja, ngurus rumah, sampai lupa ngecek diri sendiri. Tubuh capek tapi diabaikan. Padahal kesehatan itu investasi loh! #Kemendagri #CekKesehatanGratis"
#IndonesiaKita #prajasquad #prabowo #pigh12 #pengkhianat
"Sebuah truk pengangkut bambu terguling saat melintas di kawasan Kabupaten Bogor, Jawa Barat. Kecelakaan ini terjadi akibat jalan di daerah ini rusak parah, berlubang, dan tergenang air. YLD

#iNews #News #JalanRusak #Bogor #JawaBarat #InfoJabar #InfoBogor #Truk #Kecelakaan"
"Nusantara membuka peluang baru pembangunan nasional.
#IKNNusantara #DukungIKN #IndonesiaMaju"
"Cek kesehatan gratis menunjukkan komitmen pemerintah dalam melindungi kesehatan rakyat, dengan upaya pencegahan penyakit sejak dini.
#ProgramPresiden
#CekKesehatanGratis
#ProgramKesehatan"
Ada dugaan dana yayasan asing dipakai buat provokasi masyarakat. Kita harus jeli pilah-pilih informasi biar nggak gampang dipengaruhi agenda terselubung. #IndonesiaKita #validitasberita #persatuanbangsa
"Dulu dipandang sebelah mata, kini jadi rebutan dunia. Bukti kalau kekayaan alam kita adalah emas cair yang sangat berharga! 
#IndonesiaKita #KelapaSawit #KebanggaanBangsa #EkonomiIndonesia"
"Akses jalan yang mulus akan mempermudah mobilitas dan arus barang serta logistik. Bisa hantam tengkulak dan gaet investor. #focus #jalanrusak #bisnis #text 
kumparan.com/kumparanbisnis
…"
"Program ini menjadi pengingat bahwa menjaga kesehatan adalah tanggung jawab bersama. Cek rutin hari ini, hidup lebih tenang esok hari.
#SehatUntukSemua #CekKesehatanGratis #PeduliKesehatan"
"Menyebarkan mimpi Muhammad Qasim kepada orang lain merupakan pekerjaan yang sangat penting untuk melindungi lebih banyak nyawa yg tidak berdosa dari menjadi korban keganasan perang
#prabowo #pakistan #indo #jumat #malamjumat #lailatulqodar"
"Pemerintah dan DPR tengah membahas RUU Penyesuaian Pidana yang bakal menghapus pidana kurungan di seluruh Perda dan menyelaraskan sanksi dengan KUHP baru. Ditargetkan tuntas sebelum KUHP dan KUHAP berlaku penuh pada 2026.

#RUUPenyesuaianPidana #KUHPBaru #HukumIndonesia"
