annotator_id,n_records,avg_text_len_word,avg_text_len_char,avg_n_tokens,avg_n_spans,records_with_span,unique_input_hash,pct_with_span
apm1_genap2526_v2-255313481,522,60.22605363984675,438.32183908045977,67.2624521072797,4.967432950191571,426,522,0.8160919540229885
apm1_genap2526_v2-255313636,522,60.22605363984675,438.32183908045977,67.2624521072797,3.6206896551724137,424,522,0.8122605363984674
